ID,Category,Pos_b,Pos_e,Privacy
1591,vx,47,47,修
1591,game,48,51,一年。对
1591,organization,52,52,胃
1591,vx,53,53,肠
1591,game,54,57,道、胰腺
1591,vx,58,58,肿
1591,game,59,62,瘤诊治经
1591,vx,63,63,验
1591,game,64,67,丰富。，
1591,organization,68,68,浙
1591,vx,69,74,江省人民医院
1591,organization,75,75,胃
1591,vx,76,78,肠外科
1591,position,79,79,主
1591,vx,80,80,任
1591,game,81,84,医师邵钦
1591,organization,85,86,"树"""
1592,company,0,0,我
1592,organization,1,2,最大
1592,email,4,9,梦想，就是和
1592,vx,10,10,最
1592,game,11,14,爱的人在
1592,vx,15,15,一
1592,game,16,19,起，画我
1592,vx,20,20,最
1592,game,21,24,爱的漫画
1592,vx,25,25,…
1592,game,26,29,…商业合
1592,vx,30,30,作
1592,game,31,34,联系人：
1592,vx,35,35,张
1592,game,36,42,小姐62530
1592,vx,43,45,237
1592,address,46,49,转159
1592,company,51,51,箱
1592,organization,52,52,：
1592,vx,53,53,Z
1592,game,54,59,UI@zui
1592,vx,60,63,book
1592,game,64,69,.com，上
1592,vx,70,70,海
1592,game,71,74,最世文化
1592,vx,75,75,签
1592,game,76,79,约漫画家
1592,organization,80,81,，已
1592,company,83,83,版
1592,movie,84,84,《
1592,vx,85,85,梅
1592,game,86,89,兰芳》系
1592,organization,90,91,"列"""
1593,email,0,5,还有一些经过
1593,vx,6,6,变
1593,game,7,10,型的风格
1593,vx,11,11,，
1593,game,12,15,现在这个
1593,organization,16,17,房子
1593,email,19,24,在鸟巢下面压
1593,vx,25,25,着
1593,game,26,29,，在建鸟
1593,vx,30,30,巢
1593,game,31,34,的时候全
1593,vx,35,35,部
1593,game,36,39,拆掉，近
1593,vx,40,40,日
1593,game,41,44,，蒜村经
1593,organization,45,45,适
1593,vx,46,46,房
1593,game,47,50,的初步预
1593,vx,51,51,售
1593,game,52,55,价格已确
1593,vx,56,56,定
1593,game,57,62,为2470元
1593,vx,63,63,/
1593,game,64,67,平方米，
1593,vx,68,68,高
1593,game,69,72,于子君村
1593,vx,73,75,370
1593,game,76,79,元/平方
1593,organization,80,81,米。
1594,email,0,5,凡心所向素履
1594,vx,6,6,以
1594,game,7,10,往。生如
1594,vx,11,11,逆
1594,game,12,15,旅一苇以
1594,vx,16,16,航
1594,game,17,20,。淘宝店
1594,vx,21,21,铺
1594,game,22,28,：http:/
1594,vx,28,28,/
1594,game,30,39,shop105620
1594,vx,40,41,51
1594,game,42,47,0.taob
1594,vx,48,49,ao
1594,game,50,55,.com/?
1594,vx,56,57,sp
1594,game,58,61,m=0.
1594,vx,62,62,0
1594,game,63,66,.0.0
1594,vx,67,67,.
1594,game,68,72,ouoBf
1594,vx,73,73,P
1594,game,74,77,，秦皇岛
1594,vx,78,78,市
1594,game,79,82,小海燕评
1594,organization,83,84,剧团
1594,position,85,85,青
1594,vx,86,86,年
1594,game,87,90,演员安英
1594,organization,91,91,华
1594,vx,92,92,，
1594,game,93,96,代表剧目
1594,organization,97,99,《茶瓶
1594,mobile,100,101,计》
1594,organization,102,103,"等"""
1595,email,0,8,博客：xiaoxi
1595,vx,9,10,ex
1595,game,11,19,iang.blog
1595,vx,20,22,bus
1595,game,23,28,.com豆瓣
1595,vx,29,29,：
1595,game,30,36,http://
1595,vx,37,39,www
1595,game,40,46,.douban
1595,vx,47,47,.
1595,game,48,58,com/people/
1595,organization,59,63,10788
1595,company,66,66,/
1595,government,67,67,，
1595,name,68,68,谢
1595,mobile,69,70,翔，
1595,position,71,71,插
1595,vx,72,72,画
1595,game,73,73,家
1595,movie,74,74,、
1595,position,75,75,绘
1595,vx,76,76,本
1595,game,77,80,作家。新
1595,vx,81,81,经
1595,game,82,85,典文化（
1595,organization,86,86,上
1595,vx,87,87,海
1595,game,88,91,）营销编
1595,organization,92,93,"辑"""
1596,book,0,5,银行业协会号
1596,vx,6,6,召
1596,game,7,10,各银行自
1596,vx,11,11,觉
1596,game,12,15,维护银行
1596,vx,16,16,业
1596,game,17,20,公平公正
1596,vx,21,21,的
1596,game,22,25,市场环境
1596,vx,26,26,，
1596,game,27,30,关注房贷
1596,vx,31,31,利
1596,game,32,35,率调整过
1596,vx,36,36,程
1596,game,37,40,中可能产
1596,vx,41,41,生
1596,game,42,45,的产品风
1596,vx,46,46,险
1596,game,47,50,，“伊势
1596,vx,51,51,”
1596,game,52,55,号下水仪
1596,vx,56,56,式
1596,game,57,60,于当天下
1596,vx,61,61,午
1596,game,62,65,在石川岛
1596,vx,66,66,播
1596,game,67,70,磨重工联
1596,vx,71,71,合
1596,game,72,75,船舶公司
1596,vx,76,76,横
1596,game,77,80,滨工厂举
1596,organization,81,82,行。
1597,email,0,5,杨民，中国驻
1597,vx,6,6,马
1597,game,7,7,达
1597,movie,8,8,加
1597,vx,9,9,斯
1597,game,10,13,加大使。
1597,organization,14,18,1976年
1597,email,20,25,外交部工作，
1597,organization,26,29,2007
1597,vx,30,30,年
1597,game,31,37,2月至2010
1597,organization,38,40,年11
1597,email,42,47,任中国驻多哥
1597,organization,48,49,大使
1597,email,51,62,2011年5月至2013
1597,organization,63,64,年5
1597,email,66,71,任南宁市副市
1597,organization,72,73,长。
1597,email,75,80,中国驻马达加
1597,vx,81,81,斯
1597,game,82,85,加大使杨
1597,organization,86,87,"民"""
1598,email,0,6,11日在韩国釜
1598,vx,7,7,山
1598,game,8,13,的Bexco
1598,vx,14,14,会
1598,game,15,18,展中心举
1598,vx,19,19,办
1598,game,20,27,WCG2011世
1598,vx,28,28,界
1598,game,29,32,总决赛的
1598,vx,33,33,参
1598,game,34,37,赛资格发
1598,vx,38,38,起
1598,game,39,42,最后的冲
1598,organization,43,44,击。
1599,company,0,0,大
1599,organization,1,1,众
1599,vx,2,2,软
1599,game,3,6,件：新手
1599,organization,7,7,玩
1599,vx,8,8,家
1599,game,9,9,《
1599,movie,10,10,云
1599,vx,11,11,之
1599,game,12,15,遥》全攻
1599,organization,16,16,略
1599,vx,17,19,RPG
1599,game,20,23,《毁灭战
1599,organization,24,24,士
1599,vx,25,25,：
1599,game,26,29,火星陨落
1599,organization,30,30,》
1599,vx,31,31,免
1599,game,32,35,费下载对
1599,vx,36,36,于
1599,game,37,41,MMO游戏
1599,vx,42,42,来
1599,game,43,46,说，这是
1599,vx,47,47,一
1599,game,48,51,个不健康
1599,vx,52,52,的
1599,game,53,56,信号。对
1599,vx,57,57,于
1599,game,58,61,《战锤》
1599,vx,62,62,来
1599,game,63,66,说也是如
1599,organization,67,67,此
1599,vx,68,68,，
1599,game,69,72,如果已经
1599,organization,73,73,玩
1599,vx,74,74,腻
1599,game,75,78,了墨尔本
1599,vx,79,79,、
1599,game,80,83,凯恩斯，
1599,organization,84,84,或
1599,vx,85,85,是
1599,game,86,89,厌倦了常
1599,vx,90,90,规
1599,game,91,94,路线，那
1599,vx,95,95,么
1599,game,96,99,就去玩玩
1599,organization,100,100,不
1599,vx,101,101,到
1599,game,102,105,万分之一
1599,vx,106,106,国
1599,game,107,110,人去过的
1599,vx,111,111,塔
1599,game,112,115,斯马尼亚
1599,organization,116,117,吧！
16,email,0,5,我会笑着与值
16,vx,6,6,得
16,game,7,10,交谈的人
16,vx,11,11,交
16,game,12,15,谈，也会
16,vx,16,16,同
16,game,17,20,样地笑着
16,vx,21,21,与
16,game,22,25,不值得交
16,vx,26,26,谈
16,game,27,30,的人交谈
16,vx,31,31,，
16,game,32,35,但两者在
16,vx,36,36,本
16,game,37,40,质上只有
16,vx,41,41,一
16,game,42,45,个共同点
16,vx,46,46,—
16,game,47,50,—就是为
16,vx,51,51,了
16,game,52,55,活着。，
16,vx,56,56,每
16,game,57,60,日经济新
16,vx,61,61,闻
16,game,62,65,公司行业
16,vx,66,66,部
16,game,67,70,记者关赟
16,organization,71,72,"斐"""
160,company,0,2,ACG
160,organization,3,3,死
160,vx,4,4,宅
160,game,5,8,，娃爹，
160,vx,9,9,猫
160,game,10,13,控~天下
160,organization,14,14,3
160,vx,15,15,太
160,game,16,19,虚观脑残
160,vx,20,20,道
160,game,21,24,士一只(
160,vx,25,25,/
160,game,26,29,≧▽≦)
160,vx,30,30,/
160,game,31,34,任何假发
160,vx,35,35,事
160,game,36,39,情请移步
160,vx,40,40,：
160,game,41,47,http://
160,vx,48,51,chen
160,game,52,57,yecos.
160,vx,58,59,ta
160,game,60,67,obao.com
160,vx,68,68,/
160,game,69,75,，COSER尘
160,vx,76,76,也
160,game,77,80,，代表作
160,vx,81,81,：
160,game,82,85,白兰，巡
160,organization,86,87,"音"""
1600,company,0,0,机
1600,movie,1,1,场
1600,vx,2,2,至
1600,game,3,6,艾丽尔海
1600,organization,7,7,滩
1600,vx,8,8,的
1600,game,9,12,渡轮服务
1600,vx,13,13,，
1600,game,14,17,同时也提
1600,vx,18,18,供
1600,game,19,22,汉密尔顿
1600,organization,23,23,岛
1600,vx,24,24,至
1600,game,25,28,白日梦岛
1600,vx,29,29,、
1600,game,30,30,如
1600,movie,31,31,《
1600,vx,32,32,杀
1600,game,33,36,破狼》、
1600,organization,37,39,《黑社
1600,mobile,40,41,会2
1600,mobile,42,43,：以
1600,mobile,44,45,和为
1600,mobile,46,47,贵》
1600,position,48,48,等
1600,vx,49,49,，
1600,game,50,53,这也就逐
1600,vx,54,54,渐
1600,game,55,58,的形成了
1600,vx,59,59,港
1600,game,60,63,产警匪片
1600,vx,64,64,的
1600,game,65,68,两个不同
1600,vx,69,69,局
1600,game,70,73,面，并且
1600,vx,74,74,更
1600,game,75,78,有动力练
1600,vx,79,79,习
1600,game,80,85,WAR3，为
1600,vx,86,86,一
1600,game,87,90,战成名而
1600,organization,91,92,准备
1600,company,94,94,，
1600,organization,95,95,W
1600,vx,96,97,CG
1600,game,98,101,广州赛区
1600,vx,102,102,第
1600,game,103,106,一轮被淘
1600,vx,107,107,汰
1600,game,108,111,之后也只
1600,vx,112,112,是
1600,game,113,116,一笑而过
1600,vx,117,117,，
1600,game,118,121,对于他来
1600,organization,122,122,说
1600,vx,123,123,，
1600,game,124,127,魔兽没有
1600,organization,128,129,毁灭
1600,company,131,131,前
1600,government,132,132,，
1600,name,133,133,孙
1600,mobile,134,134,琦
1600,name,135,135,：
1600,mobile,136,137,我记
1600,position,138,138,得
1600,vx,139,139,上
1600,game,140,143,学的时候
1600,vx,144,144,，
1600,game,145,148,考试用的
1600,organization,149,150,教材
1600,email,152,157,《世界美术史
1600,organization,158,158,》
1600,vx,159,159,，
1600,game,160,163,那里面就
1600,organization,164,164,有
1600,vx,165,165,许
1600,game,166,169,多关于室
1600,vx,170,170,内
1600,game,171,174,的设计，
1600,vx,175,175,各
1600,game,176,179,种风格和
1600,vx,180,180,特
1600,game,181,184,点，本场
1600,vx,185,185,的
1600,game,186,189,主胜赔率
1600,vx,190,190,仍
1600,game,191,194,然是低于
1600,vx,195,195,综
1600,game,196,199,合实力差
1600,organization,200,201,的，
1600,book,202,202,或
1600,scene,203,203,许
1600,organization,204,205,米堡
1600,email,207,212,被英伦坛的“
1600,organization,213,213,最
1600,vx,214,214,佳
1600,game,215,218,魔咒（获
1600,organization,219,219,得
1600,vx,220,220,最
1600,game,221,224,佳后成绩
1600,vx,225,225,必
1600,game,226,229,然下滑）
1600,vx,230,230,”
1600,game,231,234,其丰厚酬
1600,vx,235,235,金
1600,game,236,239,相信跟他
1600,vx,240,240,任
1600,game,241,244,职6年间
1600,vx,245,245,促
1600,game,246,249,成多项交
1600,organization,250,251,易，
1600,company,253,253,渣
1600,organization,254,255,打赚
1600,email,257,260,钱有关。
1601,email,0,5,正是在海豚馆
1601,vx,6,6,中
1601,game,7,10,短暂的康
1601,vx,11,11,复
1601,game,12,15,期间，“
1601,organization,16,16,比
1601,vx,17,17,利
1601,game,18,21,”看到了
1601,vx,22,22,其
1601,game,23,26,他海豚“
1601,organization,27,27,尾
1601,vx,28,28,部
1601,game,29,32,行走”的
1601,vx,33,33,精
1601,game,34,37,彩表演，
1601,organization,38,38,勒
1601,vx,39,39,沃
1601,game,40,44,库森队vs
1601,organization,45,45,拜
1601,vx,46,47,仁慕
1601,scene,48,53,尼黑队两队在
1601,organization,54,55,德甲
1601,email,57,62,赛历史上只交
1601,vx,63,63,战
1601,game,64,68,过58场，
1601,organization,69,69,勒
1601,vx,70,70,沃
1601,game,71,75,库森队13
1601,organization,76,76,胜
1601,vx,77,78,10
1601,game,79,83,平35负处
1601,organization,84,85,于劣
1601,email,87,89,，市房
1601,email,90,95,管部门将启动
1601,vx,96,96,一
1601,game,97,100,场大规模
1601,vx,101,101,的
1601,game,102,105,限价房调
1601,vx,106,106,研
1601,game,107,110,。在昨天
1601,vx,111,111,的
1601,game,112,115,拍地会上
1601,vx,116,116,，
1601,game,117,120,星际争霸
1601,organization,121,121,2
1601,vx,122,122,兵
1601,game,123,126,种音效）
1601,vx,127,127,关
1601,game,128,131,于存量客
1601,vx,132,132,户
1601,game,133,136,的房贷利
1601,vx,137,137,率
1601,game,138,141,是否调整
1601,vx,142,142,，
1601,game,143,146,交行正在
1601,vx,147,147,研
1601,game,148,151,究制定政
1601,vx,152,152,策
1601,game,153,156,。而在此
1601,organization,157,158,之前
1601,company,160,160,光
1601,organization,161,161,大
1601,vx,162,162,和
1601,game,163,166,招行的房
1601,vx,167,167,贷
1601,game,168,171,细则先行
1601,vx,172,172,出
1601,game,173,176,炉，约维
1601,organization,177,178,蒂奇
1601,company,180,180,望
1601,government,181,181,与
1601,name,182,182,吉
1601,mobile,183,184,拉蒂
1601,organization,185,186,诺搭
1601,company,188,188,锋
1601,organization,189,190,线。
1601,company,191,194,2003
1601,organization,195,197,-04
1601,email,199,204,季两队一同从
1601,organization,205,206,意乙
1601,email,208,213,级，之后共有
1601,organization,214,215,8次
1601,company,217,217,手
1601,government,218,218,，
1601,name,219,219,詹
1601,mobile,220,220,俊
1601,name,221,221,足
1601,mobile,222,223,彩预
1601,position,224,224,测
1601,vx,225,225,：
1601,game,226,229,俄罗斯巴
1601,organization,230,231,西作
1601,company,233,233,胆
1601,organization,234,234,荷
1601,vx,235,235,兰
1601,game,236,239,阿根廷防
1601,vx,240,240,平
1601,game,241,244,长期研究
1601,vx,245,245,海
1601,game,246,249,外热钱的
1601,organization,250,251,学者
1601,email,253,255,广东省
1601,email,256,261,社科院教授黎
1601,organization,262,263,友焕
1601,book,265,265,示
1601,scene,266,266,，
1601,address,267,268,深圳
1601,email,270,275,金投放减速跟
1601,vx,276,276,热
1601,game,277,280,钱流出和
1601,vx,281,281,经
1601,game,282,285,济低迷有
1601,vx,286,286,很
1601,game,287,290,大关系，
1601,vx,291,291,会
1601,game,292,298,直接将1000
1601,vx,299,299,欧
1601,game,300,303,元转换成
1601,vx,304,304,人
1601,game,305,308,民币，约
1601,vx,309,309,合
1601,game,310,315,8170元；
1601,vx,316,316,如
1601,game,317,320,果刷双币
1601,vx,321,321,卡
1601,game,322,328,走visa通道
1601,vx,329,329,结
1601,game,330,333,算，这次
1601,vx,334,334,我
1601,game,335,338,们创造出
1601,vx,339,339,来
1601,game,340,343,的玩意儿
1601,vx,344,344,绝
1601,game,345,348,对能够满
1601,vx,349,349,足
1601,game,350,353,《红色警
1601,organization,354,355,戒》
1601,email,357,362,家的胃口，包
1601,vx,363,363,括
1601,game,364,367,百合子的
1601,vx,368,368,地
1601,game,369,372,城突围战
1601,vx,373,373,役
1601,game,374,380,，花5000钱
1601,organization,381,382,购买
1601,company,384,384,本
1601,movie,385,385,《
1601,vx,386,386,华
1601,game,387,390,胥梦天记
1601,organization,391,392,》。
1602,email,0,5,<(･ω･`
1602,vx,6,6,J
1602,game,7,10,L)_羊
1602,organization,11,12,驼驼
1602,email,14,15,列的
1602,position,16,16,作
1602,vx,17,17,者
1602,game,18,21,、兽绘师
1602,vx,22,22,-
1602,game,23,28,Pixiv:
1602,vx,29,30,76
1602,game,31,38,3010POKE
1602,vx,39,41,MON
1602,game,42,45,永远的脑
1602,vx,46,46,残
1602,game,47,50,粉.英文
1602,vx,51,51,名
1602,game,52,55,念做“烩
1602,vx,56,56,肉
1602,game,57,60,”就好~
1602,vx,61,61,萌
1602,game,62,65,系和奇葩
1602,vx,66,66,毛
1602,game,67,70,绒玩偶收
1602,vx,71,71,藏
1602,game,72,75,者。少说
1602,vx,76,76,话
1602,game,77,80,多做事。
1602,vx,81,81,，
1602,game,82,85,动漫表情
1602,vx,86,86,形
1602,game,87,90,象羊驼驼
1602,vx,91,91,、
1602,game,92,95,原创角色
1602,organization,96,96,贵
1602,vx,97,97,子
1602,game,98,104,、Terex作
1602,organization,105,106,"者"""
1603,company,0,0,而
1603,organization,1,1,且
1603,vx,2,2,就
1603,game,3,6,在西海大
1603,organization,7,8,峡谷
1603,company,10,10,入
1603,organization,11,12,口，
1603,company,14,14,理
1603,organization,15,16,位置
1603,company,18,18,别
1603,organization,19,20,好。
1604,company,0,0,与
1604,organization,1,1,如
1604,vx,2,2,今
1604,game,3,6,过半房子
1604,vx,7,7,无
1604,game,8,11,人问津的
1604,vx,12,12,状
1604,game,13,16,况形成鲜
1604,vx,17,17,明
1604,game,18,21,对比。究
1604,vx,22,22,竟
1604,game,23,26,是什么原
1604,vx,27,27,因
1604,game,28,31,让子君村
1604,organization,32,33,经适
1604,email,35,40,出现大规模滞
1604,organization,41,42,销？
1605,email,0,5,职业涂装师，
1605,organization,6,6,末
1605,vx,7,7,那
1605,game,8,15,MODELS成员
1605,vx,16,16,之
1605,game,17,20,一，北京
1605,vx,21,21,土
1605,game,22,25,著，一个
1605,vx,26,26,感
1605,game,27,30,性大于理
1605,vx,31,31,性
1605,game,32,35,不知道自
1605,vx,36,36,己
1605,game,37,40,血型的白
1605,vx,41,41,羊
1605,game,42,45,。末那官
1605,vx,46,46,网
1605,game,47,55,www.manog
1605,vx,56,56,k
1605,game,57,62,.com论坛
1605,vx,63,65,bbs
1605,game,66,72,.manogk
1605,vx,73,73,.
1605,game,74,79,com/Q群
1605,vx,80,80,：
1605,game,81,84,1800
1605,movie,85,86,34
1605,vx,87,89,536
1605,address,90,91,，电
1605,company,93,93,原
1605,organization,94,94,型
1605,vx,95,95,及
1605,game,96,99,周遍雕塑
1605,vx,100,100,涂
1605,game,101,104,装大师，
1605,organization,105,105,末
1605,vx,106,106,那
1605,game,107,114,Models工作
1605,vx,115,115,室
1605,game,116,119,创始人之
1605,organization,120,121,"一"""
1606,email,0,2,凡是对
1606,organization,3,4,申花
1606,email,6,11,的人，他是好
1606,vx,12,12,人
1606,game,13,16,；凡是对
1606,organization,17,17,申
1606,vx,18,18,花
1606,game,19,22,有利的事
1606,vx,23,23,，
1606,game,24,27,都是正确
1606,vx,28,28,的
1606,game,29,32,事。蓝魔
1606,vx,33,33,论
1606,game,34,39,坛：bbs.
1606,vx,40,42,lan
1606,game,43,49,mo.com.
1606,vx,50,51,cn
1606,game,52,56,蓝魔QQ群
1606,organization,57,58,：认
1606,email,60,66,会员93095
1606,address,67,69,887
1606,email,71,78,未认证会员169
1606,organization,79,80,10
1606,vx,81,83,651
1606,address,84,85,，上
1606,email,87,92,最大的球迷组
1606,vx,93,93,织
1606,game,94,97,、上海申
1606,vx,98,98,花
1606,game,99,102,蓝魔官方
1606,organization,103,104,微博
1607,company,0,0,新
1607,organization,1,3,书《冷
1607,mobile,4,5,酷总
1607,mobile,6,7,裁的
1607,organization,8,10,双面恋
1607,mobile,11,12,人》
1607,position,13,13,上
1607,vx,14,14,市
1607,game,15,18,。小说出
1607,vx,19,19,版
1607,game,20,23,、漫画改
1607,vx,24,24,编
1607,game,25,28,、影视版
1607,vx,29,29,权
1607,game,30,33,合作请联
1607,vx,34,34,系
1607,game,35,42,qq：25010
1607,vx,43,47,8770，
1607,position,48,48,作
1607,vx,49,49,家
1607,game,50,53,，已出版
1607,organization,54,55,长篇
1607,company,57,57,说
1607,movie,58,58,《
1607,vx,59,59,明
1607,game,60,60,抢
1607,movie,61,61,易
1607,vx,62,62,躲
1607,game,63,63,，
1607,movie,64,64,暗
1607,vx,65,65,箭
1607,game,66,69,难防》、
1607,organization,70,72,《蓝乌
1607,mobile,73,74,鸦》
1607,organization,75,76,"。"""
1608,company,0,0,另
1608,organization,1,1,外
1608,vx,2,2,，
1608,game,3,6,谢有福表
1608,vx,7,7,示
1608,game,8,11,，尽管有
1608,vx,12,12,金
1608,game,13,16,融危机的
1608,vx,17,17,不
1608,game,18,21,利影响，
1608,vx,22,22,但
1608,game,23,26,渣打仍十
1608,vx,27,27,分
1608,game,28,31,看好中国
1608,vx,32,32,内
1608,game,33,36,地市场的
1608,vx,37,37,前
1608,game,38,41,景。“顺
1608,vx,42,42,水
1608,game,43,43,飘
1608,movie,44,44,移
1608,vx,45,45,。
1608,game,46,49,但玄武湖
1608,vx,50,50,只
1608,game,51,54,是个内湖
1608,vx,55,55,，
1608,game,56,59,不通江。
1608,vx,60,60,河
1608,game,61,64,，所以，
1608,vx,65,65,不
1608,game,66,69,存在由上
1608,vx,70,70,游
1608,game,71,74,远飘而来
1608,vx,75,75,的
1608,game,76,79,可能。况
1608,vx,80,80,且
1608,game,81,84,，玄武湖
1608,organization,85,85,堤
1608,vx,86,86,岸
1608,game,87,90,上，游戏
1608,organization,91,91,风
1608,vx,92,92,云
1608,game,93,99,DotA解说。
1608,vx,100,100,海
1608,game,101,104,涛的解说
1608,vx,105,105,对
1608,game,106,109,局势判断
1608,vx,110,110,清
1608,game,111,114,晰、把握
1608,vx,115,115,精
1608,game,116,119,准、深入
1608,vx,120,120,浅
1608,game,121,124,出、又不
1608,vx,125,125,失
1608,game,126,129,幽默，斯
1608,vx,130,130,图
1608,game,131,134,尔特出生
1608,vx,135,135,于
1608,game,136,139,加利福尼
1608,vx,140,140,亚
1608,game,141,144,州海滨城
1608,organization,145,145,市
1608,vx,146,146,圣
1608,game,147,150,莫尼卡。
1608,vx,151,151,在
1608,game,152,155,电影事业
1608,vx,156,156,之
1608,game,157,160,余，斯图
1608,organization,161,162,尔特
1608,company,164,164,进
1608,organization,165,166,行艺
1608,company,168,168,创
1608,organization,169,170,作。
1608,email,175,176,年，
1608,position,177,177,主
1608,vx,178,178,持
1608,game,179,182,人：我相
1608,organization,183,184,信不
1608,email,186,193,前政府说的cbd
1608,vx,194,194,东
1608,game,195,198,扩也会对
1608,vx,199,199,我
1608,game,200,203,们通州整
1608,organization,204,204,体
1608,vx,205,205,区
1608,game,206,209,域拉升有
1608,vx,210,210,一
1608,game,211,214,个促进作
1608,organization,215,216,用。
1609,company,0,0,爱
1609,organization,1,1,好
1609,vx,2,2,排
1609,game,3,7,行榜：1M
1609,organization,8,8,y
1609,vx,9,10,Pr
1609,game,11,18,incess，2
1609,vx,19,19,电
1609,game,20,23,影，3动
1609,vx,24,24,漫
1609,game,25,28,绘画，4
1609,vx,29,29,游
1609,game,30,33,戏，5写
1609,vx,34,34,作
1609,game,35,38,，6……
1609,vx,39,39,兴
1609,game,40,43,趣排行榜
1609,vx,44,44,：
1609,game,45,48,1创作思
1609,vx,49,49,考
1609,game,50,53,，2欣赏
1609,vx,54,54,品
1609,game,55,58,评，3推
1609,vx,59,59,理
1609,game,60,63,归纳，4
1609,vx,64,64,模
1609,game,65,68,仿叙述，
1609,vx,69,69,5
1609,game,70,73,分享推荐
1609,vx,74,74,，
1609,game,75,78,6……，
1609,organization,79,80,青建
1609,email,82,83,清册
1609,position,84,84,规
1609,vx,85,85,划
1609,game,86,89,设计部经
1609,organization,90,91,"理"""
161,company,0,0,本
161,organization,1,1,名
161,vx,2,2,章
161,game,3,6,金莱，生
161,vx,7,7,长
161,game,8,11,在上海、
161,organization,12,12,生
161,vx,13,13,活
161,game,14,17,在北京的
161,organization,18,18,绍
161,vx,19,19,兴
161,game,20,23,人，邮箱
161,organization,24,24,见
161,vx,25,25,个
161,game,26,29,人资料，
161,vx,30,30,通
161,game,31,34,信地址见
161,vx,35,35,博
161,game,36,39,客首页。
161,vx,40,40,学
161,game,41,44,校讲演请
161,organization,45,46,联系
161,email,48,62,jiangwei_china@
161,vx,63,65,163
161,game,66,71,.com。，
161,organization,72,73,六小
161,email,75,78,童，中国
161,position,79,79,电
161,vx,80,80,视
161,game,81,84,剧制作中
161,vx,85,85,心
161,game,86,89,演员，曾
161,vx,90,90,主
161,game,91,94,演过电视
161,organization,95,97,剧《西
161,mobile,98,99,游记
161,organization,100,101,》。
1610,book,0,0,资
1610,scene,1,1,深
1610,address,2,3,坏人
1610,company,5,5,调
1610,government,6,6,戏
1610,name,7,7,专
1610,mobile,8,9,家。
1610,position,10,10,制
1610,vx,11,11,作
1610,game,12,12,人
1610,movie,13,13,、
1610,position,14,14,监
1610,vx,15,15,制
1610,game,16,19,、演员。
1610,vx,20,20,有
1610,game,21,24,各类严肃
1610,vx,25,25,、
1610,game,26,29,正经事项
1610,organization,30,31,可致
1610,company,33,33,助
1610,government,34,34,理
1610,name,35,35,吴
1610,mobile,36,36,小
1610,name,37,37,姐
1610,mobile,38,42,18614
1610,organization,43,44,08
1610,vx,45,48,6389
1610,address,49,50,或致
1610,email,52,61,alfredtam@
1610,organization,62,64,126
1610,vx,65,65,.
1610,game,66,71,com，著名
1610,organization,72,72,时
1610,vx,73,73,评
1610,game,74,74,人
1610,movie,75,75,\
1610,position,76,76,影
1610,vx,77,77,评
1610,game,78,81,人\电影
1610,organization,82,83,监制
1611,company,0,0,例
1611,organization,1,3,如《校
1611,mobile,4,5,园迷
1611,mobile,6,7,糊大
1611,mobile,8,9,王》
1611,mobile,10,10,的
1611,name,11,11,天
1611,mobile,12,13,王寺
1611,organization,14,14,美
1611,vx,15,15,绪
1611,game,16,16,、
1611,movie,17,17,《
1611,vx,18,18,花
1611,game,19,22,漾明星K
1611,organization,23,29,IRARIN》
1611,mobile,30,30,的
1611,name,31,31,小
1611,mobile,32,32,妙
1611,name,33,33,、
1611,mobile,34,36,《GO
1611,mobile,37,38,！纯
1611,mobile,39,40,情水
1611,mobile,41,42,泳社
1611,mobile,43,44,！》
1611,position,45,45,Q
1611,vx,46,46,推
1611,game,47,50,荐同城有
1611,vx,51,51,一
1611,game,52,52,种
1611,movie,53,53,力
1611,vx,54,54,量
1611,game,55,58,让我血性
1611,vx,59,59,担
1611,game,60,63,1.1w
1611,vx,64,66,120
1611,game,67,71,70北京市
1611,vx,72,72,@
1611,game,73,76,中国空军
1611,organization,77,77,网
1611,vx,78,78,大
1611,game,79,82,国之翼:
1611,organization,83,83,切
1611,vx,84,84,尔
1611,game,85,85,西
1611,movie,86,86,在
1611,vx,87,87,主
1611,game,88,91,场保持对
1611,organization,92,93,纽卡
1611,company,96,96,胜
1611,organization,97,97,4
1611,vx,98,98,平
1611,game,99,102,，本赛季
1611,organization,103,103,纽
1611,vx,104,104,卡
1611,game,105,108,主强客弱
1611,vx,109,109,特
1611,game,110,113,点十分明
1611,vx,114,114,显
1611,game,115,118,，截止目
1611,vx,119,119,前
1611,game,120,123,所有客场
1611,vx,124,124,比
1611,game,125,128,赛全都不
1611,organization,129,130,胜。
1612,company,0,0,因
1612,organization,1,2,为地
1612,email,4,9,波的初始振动
1612,vx,10,10,会
1612,game,11,14,同时出现
1612,vx,15,15,背
1612,game,16,19,离震中和
1612,vx,20,20,指
1612,game,21,24,向震中的
1612,vx,25,25,空
1612,game,26,29,间分布。
1612,vx,30,30,这
1612,game,31,34,几个不准
1612,vx,35,35,确
1612,game,36,39,的文字仅
1612,organization,40,41,出现
1612,email,43,45,《后汉
1612,email,46,51,书》中，去年
1612,vx,52,52,5
1612,game,53,56,名原告起
1612,vx,57,57,诉
1612,game,58,61,招商银行
1612,vx,62,62,后
1612,game,63,66,，还发生
1612,vx,67,67,另
1612,game,68,71,外4起案
1612,organization,72,73,例。
1613,email,0,5,多重性格九霄
1613,vx,6,6,云
